,request,conversation_id,word1,word2
188,"Extract all entities from the following text. As a guideline, a proper noun is generally capitalized. You should definitely extract all names and places.
Return the output as a single comma-separated list, or NONE if there is nothing of note to return.
EXAMPLE
i'm trying to improve Langchain's interfaces, the UX, its integrations with various products the user might want ... a lot of stuff.
Output: Langchain
END OF EXAMPLE
EXAMPLE
i'm trying to improve Langchain's interfaces, the UX, its integrations with various products the user might want ... a lot of stuff. I'm working with Sam.
Output: Langchain, Sam
END OF EXAMPLE",1766,all,output
1678,"Given a table of customer orders with columns OrderID, CustomerID, OrderDate, and OrderAmount, write a DELETE statement to remove all orders placed by customers who have not placed an order in the past year.",16650,all,remove
4074,Complete the following sentence using the given words. The output should use all the words in the given order.,42656,all,output
1463,"Given an input sentence, remove all the unnecessary words and make the sentence succinct.",14195,all,remove
2678,"If x is a real number and x^2 = 16, what is the sum of all possible values of x?",27185,all,sum
2679,"If x is a real number and x^2 = 16, what is the sum of all possible values of x?",27185,all,possible
1685,"Given a table of product inventory with columns ProductID, WarehouseID, and Quantity, write a DELETE statement to remove all products in Warehouse 1 that have a quantity of 0.",16691,all,remove
2334,Generate a correct python program to shift all the letters in a given word by two characters ahead.,23183,all,word
6,"The Happy Valley Kennel has 4 chickens, 2 dogs, and 5 cats. (Some people in Happy Valley like to keep chickens as pets!) In how many ways can the 11 animals be placed in a row of 11 cages, such that all of the animals of each type are in adjacent cages? (Two animals of the same species are considered distinguishable.)",60,all,such
195,"Formulate a query in SQL to retrieve the names of all authors in the database. The author table is called AUTHORS. There is a WORKS table that contains all the works of the authors connected via AUTHOR_FK. The work itself is stored as a varchar and is called WORK.

Create a query to find the author with the highest word count from his written works.",1811,all,query
1691,"Given a table of employee salaries with columns EmployeeID, Salary, and DepartmentID, write a DELETE statement to remove all employees in the Finance department who have a salary less than $50,000.",16699,all,remove
197,"Formulate a query in SQL to retrieve the names of all authors in the database. The author table is called AUTHORS. There is a WORKS table that contains all the works of the authors connected via AUTHOR_FK. The work itself is stored as a varchar and is called WORK.

Create a query to find the author with the highest word count from his written works.",1811,all,word
4871,"You will be given a set of statements. Your job is to order them chronologically, from the earliest event to the latest event. Chronological order means that if Event A happened before Event B and Event C, then your output should have A before B and C in it. If two events happened at the same time, they do not need to be in any specific order with respect to each other as long as they are both after all of the events that happen before them and both before all of the events that happen after them",51743,all,output
4736,"Copy this text but replace all instances of the word ""great"" with ""amazing""",50144,all,word
4451,Find the sum of all odd numbers from 1-50.,46991,all,sum
2976,Create an SQL query that returns all users whose age is greater than 22,30741,all,query
3921,"Construct a boolean query to find all documents that contain the words ""GPT-2"" and ""language model""",40999,all,query
3726,"Given a sentence, remove all the unnecessary words without changing the meaning of the sentence.",38844,all,remove
4728,Redact the given text to remove all names and addresses,50095,all,remove
2960,Create a query to retrieve all users who have signed up in the last 30 days,30488,all,query
3744,"Take the input string and make all the letters in it into capital letters, output the modified string.",39040,all,output
3739,Create an SQL query to select all the records from the table with id greater than 1000.,38966,all,query
2830,"Goal:
Let there be a right triangle with sides a, b and c, where c is the hypotenuse. h is the height drawn from the right angle to c and splits the hypotenuse to ca (segment connected to the side a) and cb (segment connected to the side b).
As Euclid stated, when given the hypotenuse length c and the length of one of the hypotenuse segments cb, it is possible to determine the length of all sides and of the height, by using this formula:
h² = ca * cb

By using this formula and/or any other formulas of your choice, calculate the length of the two remaining sides (a and b) and the height (h) of the triangle.

In the event of wrong data found in the input, print the word INCORRECT.

All the outputs will need to be truncated to 2 decimal places.

Input:
Space separated string containing 2 positive integers describing the lengths of the side c c and the segment cb cb , or strings whenever wrong data is present.

Output:
the lengths of side a a, side b b and height h h, separated by spaces, or INCORRECT if wrong data is present.",28942,all,possible
